"phone","churn","account_length","area_code","custserv_calls","day_calls","day_charge","day_mins","eve_calls","eve_charge","eve_mins","intl_calls","intl_charge","intl_mins","intl_plan","night_calls","night_charge","night_mins","vmail_message","vmail_plan"
"405-1842","no",86,"408",1,139,28.49,167.6,118,9.61,113.0,6,3.29,12.2,"no",121,11.11,246.9,31,"yes"
"366-6345","yes",70,"510",2,98,38.54,226.7,115,19.39,228.1,4,4.75,17.6,"yes",93,3.29,73.2,0,"no"
"337-9345","no",93,"415",3,93,30.48,179.3,98,15.18,178.6,6,3.11,11.5,"no",131,10.13,225.2,0,"no"
"328-6770","no",93,"415",0,89,25.74,151.4,76,15.84,186.4,3,2.94,10.9,"no",120,7.76,172.5,0,"no"
"380-7321","no",120,"415",3,80,30.6,180.0,82,19.06,224.2,7,1.27,4.7,"no",91,11.94,265.4,0,"no"
"375-1476","yes",136,"415",1,121,42.53,250.2,118,22.7,267.1,2,3.51,13.0,"no",114,6.8,151.0,0,"no"
"356-1567","no",106,"415",0,121,37.91,223.0,98,9.36,110.1,12,1.92,7.1,"no",107,8.49,188.7,0,"no"
"422-6685","no",81,"415",3,116,31.21,183.6,98,12.97,152.6,6,3.29,12.2,"no",99,9.55,212.2,0,"no"
"336-1090","no",127,"408",1,114,28.22,166.0,103,14.83,174.5,6,2.75,10.2,"no",68,11.02,244.9,22,"yes"
"343-2095","no",65,"415",1,112,23.14,136.1,96,23.2,272.9,2,1.19,4.4,"no",104,9.91,220.2,0,"no"
"345-3934","no",35,"408",2,113,25.38,149.3,122,20.59,242.2,6,2.4,8.9,"no",104,7.84,174.3,0,"no"
"338-8050","no",88,"408",2,97,11.12,65.4,76,14.3,168.2,1,3.73,13.8,"no",113,10.62,236.0,0,"no"
"388-9568","no",65,"415",1,111,36.28,213.4,94,19.93,234.5,4,0.73,2.7,"no",123,11.25,250.1,0,"no"
"402-6591","no",123,"415",3,85,35.17,206.9,78,20.8,244.7,2,2.08,7.7,"no",136,9.97,221.5,0,"no"
"403-6419","no",126,"408",2,78,31.65,186.2,83,16.12,189.6,3,2.59,9.6,"no",139,3.44,76.5,27,"yes"
"386-9790","no",104,"415",4,136,47.63,280.2,92,18.74,220.5,3,3.59,13.3,"no",102,6.16,136.9,23,"yes"
"378-5692","no",45,"415",0,84,33.42,196.6,92,26.62,313.2,3,3.21,11.9,"no",108,7.35,163.3,22,"yes"
"360-3324","yes",93,"408",0,109,53.04,312.0,100,11.0,129.4,2,2.84,10.5,"yes",74,9.79,217.6,0,"no"
"410-3719","no",63,"415",1,110,33.83,199.0,111,24.76,291.3,6,2.97,11.0,"yes",92,8.89,197.6,36,"yes"
"352-4221","no",100,"415",3,96,34.53,203.1,126,18.45,217.0,2,3.65,13.5,"no",122,8.14,180.9,0,"no"
"327-6179","no",53,"415",0,97,28.7,168.8,87,18.73,220.3,2,2.94,10.9,"no",113,6.94,154.3,0,"no"
"359-6196","no",92,"415",1,140,29.43,173.1,105,20.43,240.3,5,2.43,9.0,"yes",117,10.49,233.2,0,"no"
"374-9107","yes",139,"510",5,106,22.85,134.4,98,17.96,211.3,2,2.75,10.2,"no",125,8.71,193.6,0,"no"
"357-4078","no",110,"408",2,103,34.44,202.6,128,10.1,118.8,9,2.43,9.0,"no",98,10.57,234.9,40,"yes"
"366-5780","no",110,"408",3,117,12.67,74.5,98,17.07,200.8,7,2.65,9.8,"no",101,8.65,192.2,0,"no"
"393-9619","no",215,"510",0,148,14.21,83.6,91,10.28,120.9,9,2.89,10.7,"no",110,10.2,226.6,0,"no"
"355-9295","no",73,"415",1,86,32.67,192.2,116,14.33,168.6,6,2.54,9.4,"no",87,6.29,139.8,0,"no"
"400-5751","no",138,"510",0,89,37.43,220.2,125,7.51,88.3,5,3.48,12.9,"no",79,8.79,195.3,0,"no"
"338-1027","yes",137,"415",2,95,22.97,135.1,102,11.4,134.1,2,3.32,12.3,"yes",81,10.04,223.1,0,"no"
"405-8867","no",36,"415",1,77,43.08,253.4,151,15.5,182.4,2,2.27,8.4,"no",103,12.41,275.8,0,"no"
"336-5616","no",85,"408",3,81,38.25,225.0,63,15.04,176.9,2,1.92,7.1,"no",110,8.74,194.3,0,"no"
"335-1697","yes",108,"408",0,99,33.75,198.5,60,22.76,267.8,3,2.54,9.4,"no",75,15.97,354.9,0,"no"
"331-5138","no",22,"408",0,107,18.75,110.3,93,14.15,166.5,5,2.57,9.5,"no",96,9.1,202.3,0,"no"
"385-8240","no",107,"415",0,102,10.2,60.0,80,8.69,102.2,3,3.0,11.1,"no",106,11.78,261.8,37,"yes"
"348-1359","no",51,"510",0,94,36.52,214.8,58,12.72,149.7,5,2.75,10.2,"no",66,12.75,283.4,0,"no"
"354-7339","no",94,"408",4,85,30.91,181.8,98,17.2,202.4,2,2.48,9.2,"no",97,11.07,245.9,0,"no"
"349-1687","no",119,"510",2,114,26.18,154.0,137,23.63,278.0,4,3.19,11.8,"no",112,10.28,228.4,23,"yes"
"380-2558","yes",33,"415",4,99,26.76,157.4,80,10.02,117.9,11,3.75,13.9,"no",79,12.56,279.2,29,"yes"
"365-2153","no",106,"415",4,91,35.34,207.9,109,14.62,172.0,7,3.89,14.4,"no",143,8.63,191.8,0,"no"
"345-6043","no",82,"408",3,90,35.19,207.0,83,19.8,232.9,8,2.46,9.1,"no",108,7.76,172.4,0,"no"
"349-2808","no",86,"510",0,101,20.23,119.0,134,19.55,230.0,3,2.57,9.5,"no",58,10.66,236.9,41,"yes"
"411-1715","no",97,"415",0,117,24.43,143.7,82,23.21,273.0,3,2.94,10.9,"yes",81,8.02,178.3,0,"no"
"385-2488","no",106,"408",4,126,28.2,165.9,93,18.4,216.5,8,3.81,14.1,"no",86,7.79,173.1,32,"yes"
"377-7177","no",108,"510",1,122,23.56,138.6,117,14.65,172.3,3,2.65,9.8,"no",92,10.42,231.6,0,"no"
"342-1099","no",114,"415",1,118,14.4,84.7,86,21.24,249.9,8,3.92,14.5,"no",95,8.7,193.4,0,"no"
"386-4170","yes",92,"408",1,111,10.64,62.6,126,15.35,180.6,2,2.81,10.4,"yes",80,9.98,221.7,0,"no"
"413-1269","no",59,"510",1,79,26.38,155.2,123,20.0,235.3,4,2.35,8.7,"no",80,7.62,169.4,0,"no"
"396-4460","no",24,"510",1,110,28.03,164.9,105,17.79,209.3,9,1.81,6.7,"no",55,10.4,231.2,25,"yes"
"334-2730","no",151,"408",1,88,22.87,134.5,112,12.16,143.1,1,4.16,15.4,"no",61,10.08,223.9,0,"no"
"340-3182","no",117,"415",1,103,24.36,143.3,108,17.96,211.3,3,3.11,11.5,"no",96,8.33,185.2,0,"no"
"377-8608","no",78,"510",1,110,28.61,168.3,73,18.8,221.2,1,3.38,12.5,"no",136,10.85,241.0,0,"no"
"417-3676","no",155,"408",2,55,44.61,262.4,113,16.54,194.6,6,2.24,8.3,"no",85,6.59,146.5,0,"no"
"417-6774","no",114,"510",1,79,35.05,206.2,91,22.1,260.0,6,3.08,11.4,"no",83,13.12,291.6,30,"yes"
"411-9554","no",114,"510",4,94,38.39,225.8,117,16.41,193.0,9,2.27,8.4,"no",100,10.46,232.4,28,"yes"
"420-3192","no",119,"408",3,89,23.51,138.3,78,14.49,170.5,6,3.65,13.5,"no",98,11.88,263.9,0,"no"
"389-1475","no",64,"510",0,104,16.05,94.4,101,11.58,136.2,4,1.22,4.5,"no",89,6.63,147.4,48,"yes"
"343-7734","no",118,"408",2,123,27.2,160.0,96,14.91,175.4,3,2.67,9.9,"yes",99,8.32,184.8,0,"no"
"410-3390","no",101,"415",0,105,35.12,206.6,117,19.12,224.9,3,3.94,14.6,"no",100,11.25,249.9,0,"no"
"344-6495","no",117,"415",1,121,22.9,134.7,83,15.3,180.0,3,2.08,7.7,"no",104,9.04,200.9,0,"no"
"331-6229","no",49,"415",3,78,36.45,214.4,100,19.99,235.2,13,2.16,8.0,"no",107,9.28,206.2,28,"yes"
"337-7501","no",139,"415",3,104,32.78,192.8,96,19.92,234.4,3,3.51,13.0,"no",101,9.14,203.2,0,"no"
"339-9631","no",92,"408",1,90,25.69,151.1,79,16.56,194.8,3,2.7,10.0,"no",114,10.76,239.2,28,"yes"
"369-4384","no",83,"415",3,103,37.64,221.4,103,19.7,231.8,5,2.65,9.8,"no",100,5.51,122.5,0,"no"
"416-3915","no",148,"510",0,88,37.21,218.9,85,17.68,208.0,4,3.0,11.1,"yes",99,9.15,203.3,0,"no"
"339-3049","yes",144,"408",2,96,32.27,189.8,67,10.49,123.4,2,1.76,6.5,"no",106,9.64,214.2,48,"yes"
"361-7998","no",131,"415",2,85,32.76,192.7,105,19.2,225.9,6,2.94,10.9,"no",59,11.44,254.2,25,"yes"
"355-4842","no",146,"510",3,135,34.75,204.4,90,18.62,219.1,6,2.84,10.5,"yes",114,10.02,222.7,0,"no"
"387-6440","no",143,"415",2,97,29.29,172.3,108,14.79,174.0,4,3.51,13.0,"no",119,8.47,188.2,0,"no"
"369-2625","no",81,"415",2,93,33.73,198.4,108,17.93,210.9,6,2.81,10.4,"no",71,8.7,193.3,0,"no"
"389-7073","no",48,"415",1,115,35.99,211.7,84,13.59,159.9,1,3.29,12.2,"no",80,6.48,144.1,37,"yes"
"370-8463","no",86,"415",1,74,37.67,221.6,100,24.51,288.4,2,2.43,9.0,"no",105,10.81,240.3,28,"yes"
"362-7318","no",71,"415",3,108,33.64,197.9,109,15.43,181.5,5,1.81,6.7,"no",56,12.66,281.4,0,"no"
"412-1194","no",145,"408",2,90,25.08,147.5,108,14.93,175.7,3,4.21,15.6,"no",102,11.34,252.1,24,"yes"
"355-9508","no",137,"510",2,122,35.09,206.4,102,10.88,128.0,5,2.38,8.8,"no",84,8.75,194.5,0,"no"
"352-8202","no",137,"408",2,88,35.0,205.9,86,17.79,209.3,4,3.92,14.5,"no",84,13.05,289.9,0,"no"
"335-5882","no",167,"510",0,88,35.29,207.6,63,11.25,132.4,5,3.81,14.1,"no",98,11.48,255.2,0,"no"
"352-6976","yes",89,"510",1,95,51.66,303.9,114,22.18,260.9,3,1.43,5.3,"no",89,14.04,312.1,0,"no"
"393-6733","no",199,"415",0,121,39.2,230.6,99,18.65,219.4,2,2.16,8.0,"no",94,13.47,299.3,34,"yes"
"335-1838","no",132,"510",0,110,16.92,99.5,80,10.97,129.1,3,2.62,9.7,"no",124,5.63,125.1,0,"no"
"355-6930","no",94,"510",1,112,30.11,177.1,112,16.49,194.0,4,1.59,5.9,"no",108,6.6,146.7,0,"no"
"387-5860","yes",96,"415",5,93,29.36,172.7,116,10.21,120.1,5,2.78,10.3,"no",86,9.72,216.1,37,"yes"
"343-2605","no",96,"510",1,86,29.36,172.7,113,11.34,133.4,3,2.65,9.8,"no",70,11.68,259.5,18,"yes"
"350-6759","no",166,"510",1,115,34.71,204.2,152,15.29,179.9,5,2.57,9.5,"no",109,9.76,216.8,0,"no"
"371-1514","no",74,"415",2,83,14.57,85.7,67,21.05,247.7,5,2.73,10.1,"no",85,6.41,142.4,0,"no"
"346-9317","no",36,"415",0,117,26.79,157.6,58,15.67,184.3,1,3.21,11.9,"no",99,10.82,240.4,0,"no"
"398-4313","no",113,"415",4,129,36.64,215.5,117,18.59,218.7,9,1.78,6.6,"no",91,9.32,207.1,0,"no"
"412-4399","no",94,"415",1,98,30.86,181.5,88,16.99,199.9,5,1.78,6.6,"no",114,12.95,287.7,0,"no"
"330-1835","no",67,"415",2,80,29.19,171.7,81,9.38,110.4,4,3.21,11.9,"no",111,8.79,195.4,0,"no"
"416-1676","yes",127,"415",1,106,45.32,266.6,168,22.51,264.8,2,1.59,5.9,"no",119,9.32,207.2,0,"no"
"329-7347","yes",121,"408",0,108,28.97,170.4,68,29.79,350.5,3,3.02,11.2,"no",87,13.37,297.0,0,"no"
"360-6868","no",158,"415",1,106,26.86,158.0,114,24.86,292.5,4,2.46,9.1,"no",89,10.85,241.1,0,"no"
"405-6641","no",136,"510",1,117,15.64,92.0,77,21.56,253.6,10,2.78,10.3,"no",90,9.63,214.1,0,"no"
"393-2373","no",196,"415",2,109,39.78,234.0,114,21.21,249.5,5,2.46,9.1,"no",70,7.79,173.1,0,"no"
"419-1714","yes",113,"415",1,111,46.26,272.1,118,22.82,268.5,10,2.3,8.5,"no",105,9.62,213.8,0,"no"
"336-3819","yes",122,"408",4,99,50.39,296.4,89,18.26,214.8,3,3.08,11.4,"no",107,6.03,133.9,0,"no"
"341-3464","no",112,"510",0,101,33.05,194.4,82,16.18,190.3,2,3.08,11.4,"no",107,8.25,183.4,0,"no"
"413-5310","no",209,"415",3,128,38.62,227.2,92,21.96,258.4,4,2.4,8.9,"no",74,8.26,183.5,0,"no"
"366-7912","yes",62,"415",1,109,42.28,248.7,118,18.7,220.0,2,3.56,13.2,"no",78,11.96,265.7,0,"no"
"399-8845","no",110,"415",1,102,40.17,236.3,112,16.65,195.9,6,2.62,9.7,"no",82,8.26,183.5,38,"yes"
"368-2583","no",16,"510",0,69,34.95,205.6,93,14.41,169.5,3,2.94,10.9,"no",64,9.9,220.1,0,"no"
"360-6309","no",73,"408",0,136,16.0,94.1,122,23.83,280.3,4,2.65,9.8,"no",77,9.23,205.0,0,"no"
"359-5890","no",128,"408",0,99,21.28,125.2,107,17.46,205.4,2,5.1,18.9,"no",111,11.45,254.4,0,"no"
"332-2462","no",39,"408",1,158,10.27,60.4,120,26.03,306.2,3,3.35,12.4,"no",46,5.58,123.9,0,"no"
"381-9196","no",103,"415",2,105,20.57,121.0,100,22.98,270.4,4,2.08,7.7,"no",76,7.22,160.5,28,"yes"
"329-3222","no",119,"415",3,66,20.03,117.8,114,21.83,256.8,3,2.05,7.6,"no",76,6.64,147.6,29,"yes"
"363-5819","no",173,"510",3,96,39.51,232.4,118,18.01,211.9,5,1.35,5.0,"no",102,12.29,273.0,21,"yes"
"413-9269","yes",128,"510",2,81,38.0,223.5,74,16.05,188.8,2,2.54,9.4,"yes",101,6.97,154.9,32,"yes"
"330-7483","no",86,"510",0,79,29.97,176.3,97,22.03,259.2,3,1.67,6.2,"no",78,12.93,287.4,0,"no"
"403-7775","no",114,"415",1,79,21.28,125.2,105,15.11,177.8,3,3.48,12.9,"no",89,10.46,232.4,32,"yes"
"360-2479","no",104,"408",0,107,23.58,138.7,113,21.84,256.9,3,2.7,10.0,"no",74,10.57,234.9,0,"no"
"394-3791","no",148,"415",1,134,14.67,86.3,92,20.96,246.6,4,3.05,11.3,"no",91,11.32,251.6,0,"no"
"384-2632","no",129,"408",3,91,35.19,207.0,121,13.17,154.9,5,3.62,13.4,"no",112,11.03,245.1,0,"no"
"359-8466","no",100,"510",0,104,10.0,58.8,107,18.66,219.5,3,1.92,7.1,"no",118,6.85,152.3,30,"yes"
"331-8909","no",121,"408",1,95,11.68,68.7,69,17.78,209.2,4,3.08,11.4,"no",42,8.88,197.4,35,"yes"
"359-5160","no",143,"408",1,109,40.66,239.2,112,20.02,235.5,4,2.57,9.5,"no",95,7.03,156.3,33,"yes"
"330-9833","no",76,"510",0,130,33.71,198.3,86,18.45,217.1,3,3.38,12.5,"no",96,8.48,188.4,0,"no"
"362-2314","no",158,"510",0,97,34.88,205.2,77,20.45,240.6,12,3.89,14.4,"no",108,3.59,79.7,0,"no"
"338-8478","no",116,"510",3,98,32.66,192.1,135,26.6,312.9,2,2.13,7.9,"no",94,5.86,130.2,0,"no"
"387-5453","yes",54,"415",1,83,46.34,272.6,74,21.14,248.7,2,2.57,9.5,"no",111,8.88,197.4,0,"no"
"380-3437","yes",86,"415",7,121,21.81,128.3,93,16.75,197.1,5,3.29,12.2,"no",152,6.23,138.4,0,"no"
"365-8779","no",108,"510",0,99,28.83,169.6,87,22.45,264.1,4,2.51,9.3,"no",78,9.28,206.3,0,"no"
"407-2750","no",66,"510",1,95,34.22,201.3,66,12.99,152.8,4,2.03,7.5,"no",101,10.49,233.2,0,"no"
"396-8265","no",151,"408",1,97,36.5,214.7,90,11.77,138.5,4,2.32,8.6,"no",44,7.61,169.1,17,"yes"
"397-4304","no",99,"510",0,70,28.76,169.2,77,23.08,271.5,2,2.86,10.6,"no",104,7.66,170.2,0,"no"
"333-2611","no",55,"415",2,121,33.0,194.1,110,15.01,176.6,7,1.89,7.0,"no",136,13.63,302.8,0,"no"
"409-8814","no",77,"510",2,104,39.75,233.8,94,22.65,266.5,3,2.05,7.6,"no",104,9.57,212.7,0,"no"
"336-5406","no",78,"408",0,67,38.27,225.1,127,16.93,199.2,2,3.94,14.6,"no",102,7.9,175.5,0,"no"
"343-6940","yes",89,"415",1,63,36.21,213.0,71,15.01,176.6,1,2.46,9.1,"no",126,11.82,262.6,0,"no"
"361-9923","no",101,"415",1,115,31.26,183.9,101,21.75,255.9,11,2.92,10.8,"no",145,12.38,275.0,0,"no"
"350-6639","no",44,"415",0,105,37.71,221.8,85,13.74,161.7,7,3.78,14.0,"no",62,10.25,227.7,34,"yes"
"376-4300","no",98,"408",2,98,10.98,64.6,86,14.97,176.1,0,0.0,0.0,"no",84,11.02,244.8,21,"yes"
"349-6567","no",64,"510",1,92,26.28,154.6,103,7.09,83.4,3,3.59,13.3,"no",99,7.47,165.9,37,"yes"
"333-7749","no",141,"415",3,131,44.23,260.2,120,15.23,179.2,8,1.94,7.2,"no",119,6.08,135.0,0,"no"
"408-6089","no",81,"415",1,117,27.47,161.6,90,10.46,123.0,5,3.29,12.2,"no",101,11.76,261.3,33,"yes"
"375-2165","no",162,"510",1,117,37.5,220.6,121,13.19,155.2,11,2.84,10.5,"no",89,8.4,186.7,0,"no"
"400-6999","no",83,"415",3,122,26.5,155.9,107,13.8,162.3,5,3.54,13.1,"no",105,5.74,127.6,41,"yes"
"420-7823","yes",100,"510",4,63,18.19,107.0,67,8.98,105.7,3,3.46,12.8,"no",74,10.94,243.1,0,"no"
"366-5241","no",59,"510",4,104,31.03,182.5,95,17.4,204.7,8,3.05,11.3,"no",100,10.35,229.9,0,"no"
"413-3412","no",179,"415",4,78,37.42,220.1,71,19.92,234.3,4,2.73,10.1,"yes",85,10.68,237.3,38,"yes"
"406-2752","no",79,"408",1,112,25.87,152.2,132,15.06,177.2,3,1.43,5.3,"no",87,4.34,96.4,0,"no"
"337-8078","no",117,"415",2,95,30.86,181.5,88,17.43,205.1,9,3.97,14.7,"no",82,9.18,204.0,0,"no"
"402-1942","yes",64,"408",2,77,40.15,236.2,85,18.58,218.6,2,3.56,13.2,"yes",97,8.73,194.1,0,"no"
"371-7917","no",31,"415",1,105,28.24,166.1,93,6.74,79.3,2,3.43,12.7,"no",98,9.62,213.7,0,"no"
"343-6374","no",124,"408",1,89,41.58,244.6,80,16.05,188.8,4,3.05,11.3,"yes",114,9.27,206.0,0,"no"
"385-8730","no",122,"408",2,85,22.81,134.2,132,19.32,227.3,2,2.3,8.5,"no",96,5.51,122.4,23,"yes"
"393-7892","no",37,"408",1,122,25.45,149.7,75,17.94,211.1,4,2.48,9.2,"yes",90,5.14,114.3,39,"yes"
"407-6748","no",90,"408",1,109,25.52,150.1,103,22.5,264.7,4,1.57,5.8,"no",97,8.03,178.4,29,"yes"
"341-4463","yes",159,"408",1,53,43.71,257.1,127,26.54,312.2,6,2.38,8.8,"yes",82,8.24,183.0,0,"no"
"351-2587","no",148,"415",0,83,21.15,124.4,81,15.27,179.7,6,3.05,11.3,"no",99,11.39,253.0,0,"no"
"421-9752","no",39,"415",1,121,24.09,141.7,113,19.75,232.3,5,3.24,12.0,"no",131,9.99,222.1,36,"yes"
"356-4001","no",77,"408",2,87,39.1,230.0,138,8.77,103.2,3,3.05,11.3,"no",136,13.93,309.6,0,"no"
"328-9869","no",194,"408",0,88,27.59,162.3,118,18.16,213.7,2,2.94,10.9,"no",81,8.64,192.1,0,"no"
"343-5709","yes",154,"415",1,75,59.64,350.8,94,18.4,216.5,9,2.73,10.1,"no",100,11.43,253.9,0,"no"
"334-1872","no",112,"415",4,96,32.86,193.3,123,22.45,264.1,3,2.46,9.1,"no",115,5.79,128.6,0,"no"
"350-1040","no",45,"415",1,127,13.29,78.2,108,21.54,253.4,3,4.86,18.0,"no",100,11.48,255.0,0,"no"
"369-3214","no",132,"415",1,110,14.18,83.4,137,19.74,232.2,5,2.05,7.6,"no",114,6.6,146.7,0,"no"
"385-6778","no",128,"415",0,99,33.25,195.6,120,22.76,267.8,2,4.32,16.0,"no",76,7.42,164.9,0,"no"
"383-7689","no",135,"415",1,81,34.31,201.8,114,19.13,225.0,6,2.78,10.3,"no",82,9.2,204.4,0,"no"
"385-5722","no",56,"408",2,110,33.49,197.0,102,18.94,222.8,6,2.86,10.6,"no",91,10.14,225.3,0,"no"
"357-1909","yes",151,"415",0,57,37.06,218.0,88,9.72,114.4,1,3.35,12.4,"yes",95,12.11,269.2,0,"no"
"364-3567","no",32,"415",2,98,28.02,164.8,96,19.54,229.9,2,4.0,14.8,"no",108,7.53,167.3,0,"no"
"422-4241","no",90,"415",2,77,30.46,179.2,99,17.91,210.7,6,2.48,9.2,"no",58,12.46,276.9,0,"no"
"370-2957","no",87,"415",0,113,36.38,214.0,114,15.3,180.0,5,2.86,10.6,"no",82,6.05,134.5,21,"yes"
"329-6562","no",138,"415",2,87,28.99,170.5,116,10.05,118.2,7,3.02,11.2,"no",111,8.46,187.9,0,"no"
"363-3515","no",79,"408",1,123,34.97,205.7,108,18.23,214.5,18,1.81,6.7,"no",106,10.17,226.1,0,"no"
"374-7787","yes",95,"415",1,84,28.14,165.5,112,24.33,286.2,2,3.11,11.5,"yes",89,8.95,198.9,0,"no"
"345-2931","no",127,"415",2,100,37.57,221.0,113,13.66,160.7,4,1.84,6.8,"no",96,10.49,233.1,0,"no"
"373-5732","no",137,"510",3,118,41.16,242.1,93,16.24,191.0,2,3.97,14.7,"no",50,9.84,218.6,0,"no"
"348-7437","no",97,"415",1,107,25.77,151.6,96,13.21,155.4,4,3.97,14.7,"no",112,10.8,240.0,0,"no"
"332-9460","no",149,"415",0,87,29.95,176.2,81,12.33,145.0,4,1.54,5.7,"yes",92,11.23,249.5,0,"no"
"355-6531","no",117,"415",1,82,33.32,196.0,82,27.43,322.7,5,1.0,3.7,"yes",120,10.15,225.6,22,"yes"
"336-9390","no",84,"408",2,125,27.12,159.5,90,21.0,247.1,4,1.94,7.2,"no",82,8.46,187.9,0,"no"
"346-8581","no",137,"415",4,113,39.13,230.2,79,18.73,220.4,7,2.89,10.7,"no",111,9.21,204.7,0,"no"
"363-8824","no",99,"415",3,64,24.94,146.7,99,23.29,274.0,1,2.4,8.9,"no",98,14.46,321.3,0,"no"
"353-3351","no",54,"510",1,102,35.79,210.5,83,17.38,204.5,5,2.3,8.5,"no",53,5.75,127.8,0,"no"
"360-4320","no",85,"415",1,95,17.34,102.0,139,22.97,270.2,3,2.89,10.7,"no",105,6.67,148.2,0,"no"
"417-6252","no",150,"510",3,99,21.42,126.0,73,20.27,238.5,6,2.75,10.2,"no",100,12.83,285.1,0,"no"
"393-4949","no",43,"415",1,125,28.63,168.4,89,20.72,243.8,2,3.0,11.1,"no",102,9.66,214.7,0,"no"
"401-3156","no",35,"415",0,129,17.95,105.6,129,21.95,258.2,3,2.35,8.7,"no",77,9.59,213.1,0,"no"
"338-6283","no",98,"415",5,92,35.11,206.5,152,14.98,176.2,5,3.35,12.4,"no",115,10.48,232.8,0,"no"
"352-9017","no",112,"510",2,76,36.91,217.1,100,17.44,205.2,3,2.54,9.4,"no",91,8.36,185.7,0,"no"
"405-5305","yes",16,"510",0,78,39.03,229.6,108,17.48,205.7,2,2.92,10.8,"no",91,7.48,166.2,0,"no"
"376-9249","no",98,"415",0,89,47.31,278.3,143,7.94,93.4,5,2.62,9.7,"no",42,4.84,107.6,22,"yes"
"339-7139","no",84,"408",0,102,23.56,138.6,93,16.92,199.0,4,2.11,7.8,"no",137,9.18,204.1,0,"no"
"328-6011","yes",94,"415",1,103,39.85,234.4,109,23.74,279.3,2,0.54,2.0,"no",121,10.54,234.2,0,"no"
"378-1303","no",84,"510",1,129,30.86,181.5,112,11.11,130.7,4,2.3,8.5,"no",118,8.39,186.5,0,"no"
"402-5155","yes",66,"415",1,91,28.44,167.3,68,19.55,230.0,5,2.86,10.6,"no",118,8.63,191.7,0,"no"
"333-5430","no",98,"415",1,105,20.57,121.0,98,18.61,218.9,1,3.24,12.0,"no",110,10.2,226.7,31,"yes"
"365-9696","no",74,"415",0,124,37.59,221.1,94,9.42,110.8,3,2.86,10.6,"no",112,10.8,240.1,0,"no"
"410-4023","no",96,"408",1,108,24.79,145.8,89,16.34,192.2,2,2.67,9.9,"no",96,7.43,165.1,26,"yes"
"411-7649","no",119,"510",1,122,37.88,222.8,107,13.87,163.2,6,3.02,11.2,"no",112,7.23,160.6,0,"no"
"338-4065","no",73,"415",4,80,31.18,183.4,115,20.57,242.0,3,2.03,7.5,"no",100,9.06,201.4,0,"no"
"421-9401","no",92,"415",0,91,44.93,264.3,115,13.68,160.9,5,2.51,9.3,"yes",73,8.94,198.6,0,"no"
"343-9658","no",21,"415",0,78,24.82,146.0,79,9.32,109.7,7,1.84,6.8,"no",108,11.13,247.4,0,"no"
"332-5521","yes",122,"510",4,134,26.71,157.1,122,15.72,184.9,5,2.3,8.5,"no",59,8.87,197.2,0,"no"
"349-4369","no",133,"510",1,108,21.64,127.3,81,21.36,251.3,3,2.78,10.3,"yes",88,6.08,135.0,0,"no"
"351-4288","no",145,"415",2,110,31.94,187.9,117,16.75,197.0,4,1.3,4.8,"no",108,7.52,167.0,0,"no"
"422-5874","no",25,"408",2,90,30.4,178.8,72,12.0,141.2,5,2.27,8.4,"no",99,9.14,203.0,0,"no"
"396-2324","no",64,"415",2,80,16.52,97.2,90,15.83,186.2,6,2.81,10.4,"no",92,8.5,189.0,0,"no"
"416-5662","no",85,"415",0,85,44.17,259.8,117,20.6,242.3,1,1.46,5.4,"no",72,7.6,168.8,0,"no"
"363-9663","no",126,"415",3,112,43.61,256.5,90,16.96,199.5,5,1.89,7.0,"no",122,8.47,188.3,0,"no"
"410-9477","no",76,"415",0,77,28.82,169.5,87,10.54,124.0,3,2.7,10.0,"no",92,9.87,219.4,0,"no"
"352-4418","yes",113,"415",2,47,40.75,239.7,110,24.05,282.9,3,2.35,8.7,"no",88,10.73,238.4,0,"no"
"361-6563","yes",224,"510",1,99,29.16,171.5,103,13.6,160.0,2,1.35,5.0,"yes",102,9.56,212.4,0,"no"
"417-4404","no",117,"408",0,84,40.78,239.9,106,14.86,174.8,2,2.65,9.8,"no",93,9.43,209.5,0,"no"
"372-8048","no",128,"408",1,73,24.19,142.3,79,16.56,194.8,6,4.32,16.0,"no",81,10.77,239.3,34,"yes"
"356-3646","no",115,"415",2,98,31.3,184.1,73,27.8,327.0,6,2.03,7.5,"no",106,9.56,212.5,0,"no"
"351-9604","no",141,"415",2,126,35.17,206.9,126,22.47,264.4,11,2.51,9.3,"no",124,7.73,171.8,28,"yes"
"355-9581","no",51,"510",1,114,44.18,259.9,94,14.98,176.2,1,4.13,15.3,"no",112,3.47,77.2,0,"no"
"396-5189","no",100,"415",0,122,34.65,203.8,76,24.06,283.1,3,3.38,12.5,"no",83,8.88,197.3,0,"no"
"356-9187","no",96,"415",3,124,42.3,248.8,77,11.93,140.3,2,2.78,10.3,"no",102,11.86,263.6,45,"yes"
"394-5537","no",112,"415",1,110,37.67,221.6,123,11.07,130.2,3,3.05,11.3,"no",108,9.0,200.0,16,"yes"
"408-2712","no",129,"510",1,131,32.79,192.9,101,15.77,185.5,4,2.94,10.9,"yes",130,9.23,205.2,0,"no"
"404-4486","no",163,"415",1,129,20.81,122.4,108,9.64,113.4,7,3.38,12.5,"no",97,8.11,180.2,0,"no"
"355-1113","no",67,"415",1,65,17.83,104.9,93,18.39,216.3,9,2.59,9.6,"no",128,9.78,217.4,40,"yes"
